LTPII ALS_24Oct00
Surface data
C:\Beamline Controls\BCS Setup Data\240611\AutoColl 2303\AC_XR2303-002.dat
2024-06-11 10:49:58
checking coordiantes 50 um steps
Number of data: 21
Analysis: Autocollimator
2024-06-11 10:49:58
History:
Data Type: SLOPE
Step size: 0.05
X unit: mm
Z unit: rad
Piston:2
Tilt: 9.06394755102215e-003
Curvature: 0.00000000000000e+000



Focal length: 1250.000000
Optical mult: 1.011030
Wavelength: 0.000670
Temperatures: Not available
Scan type: MEAS
X resolution: 0.000040
Margin,speed or margin: 10.000000,2.000000
Camera type: Cronin dual opposed array, EPP
	
	
	
	
	
	
	
	
	
	

*Data starts.

-154.500000000000	0.000000000000	g
-154.449980000000	0.000000000000	g
-154.400000000000	0.000000000000	g
-154.350000000000	0.000000000000	g
-154.300020000000	0.000000000000	g
-154.249980000000	0.000000000000	g
-154.200020000000	0.000000000000	g
-154.150000000000	0.000000000000	g
-154.100020000000	0.000000000000	g
-154.049980000000	0.000000000000	g
-154.000000000000	0.000000000000	g
-153.950000000000	0.000000000000	g
-153.900000000000	0.000000000000	g
-153.849980000000	0.000000000000	g
-153.800040000000	0.000000000000	g
-153.749980000000	0.000000000000	g
-153.700000000000	0.000000000000	g
-153.650000000000	0.000000000000	g
-153.600000000000	0.000000000000	g
-153.549980000000	0.000000000000	g
-153.500040000000	0.000000000000	g

